station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth,state_abbr
ALM,2024-04-06T02:35:00Z,59,21.2,22.95,150,8,0,29.8,NA,10,NA,FEW,NA,NA,NA,4100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,KALM 060235Z AUTO 15008KT 10SM FEW041 15/M06 A2980 RMK AO2,NA,NM
ALM,2024-04-06T02:55:00Z,55.4,24.8,30.4,170,8,0,29.8,NA,10,NA,FEW,FEW,NA,NA,4100,4900,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4,KALM 060255Z AUTO 17008KT 10SM FEW041 FEW049 13/M04 A2980 RMK AO2,NA,NM
ALM,2024-04-06T03:15:00Z,55.4,21.2,26.13,160,8,0,29.81,NA,10,NA,FEW,FEW,FEW,NA,4100,4800,5500,NA,NA,NA,NA,NA,NA,NA,NA,55.4,KALM 060315Z AUTO 16008KT 10SM FEW041 FEW048 FEW055 13/M06 A2981 RMK AO2,NA,NM
ALM,2024-04-06T03:35:00Z,57.2,23,26.42,180,7,0,29.82,NA,10,NA,FEW,SCT,NA,NA,4900,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2,KALM 060335Z AUTO 18007KT 10SM FEW049 SCT055 14/M05 A2982 RMK AO2,NA,NM
ALM,2024-04-06T03:55:00Z,55.4,23,28.2,180,10,0,29.83,NA,10,NA,FEW,FEW,SCT,NA,4900,5500,6500,NA,NA,NA,NA,NA,NA,NA,NA,55.4,KALM 060355Z AUTO 18010KT 10SM FEW049 FEW055 SCT065 13/M05 A2983 RMK AO2,NA,NM
ALM,2024-04-06T04:15:00Z,55.4,23,28.2,160,11,0,29.82,NA,10,NA,SCT,BKN,BKN,NA,4800,5500,6500,NA,NA,NA,NA,NA,NA,NA,NA,55.4,KALM 060415Z AUTO 16011KT 10SM SCT048 BKN055 BKN065 13/M05 A2982 RMK AO2,NA,NM
ALM,2024-04-06T04:35:00Z,59,23,24.76,180,14,0,29.82,NA,10,20,FEW,SCT,BKN,NA,4200,4800,5500,NA,NA,NA,NA,NA,NA,NA,NA,59,KALM 060435Z AUTO 18014G20KT 10SM FEW042 SCT048 BKN055 15/M05 A2982 RMK AO2,NA,NM
ALM,2024-04-06T04:55:00Z,59,23,24.76,160,14,0,29.82,NA,10,NA,FEW,BKN,BKN,NA,4800,5500,7000,NA,NA,NA,NA,NA,NA,NA,NA,59,KALM 060455Z AUTO 16014KT 10SM FEW048 BKN055 BKN070 15/M05 A2982 RMK AO2,NA,NM
ALM,2024-04-06T05:15:00Z,59,23,24.76,160,14,0,29.83,NA,10,20,BKN,OVC,NA,NA,5000,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,KALM 060515Z AUTO 16014G20KT 10SM BKN050 OVC060 15/M05 A2983 RMK AO2,NA,NM
ALM,2024-04-06T05:35:00Z,59,21.2,22.95,160,17,0,29.82,NA,10,23,SCT,BKN,NA,NA,5000,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,KALM 060535Z AUTO 16017G23KT 10SM SCT050 BKN060 15/M06 A2982 RMK AO2,NA,NM
ALM,2024-04-06T05:55:00Z,59,21.2,22.95,160,14,0,29.83,NA,10,NA,BKN,BKN,NA,NA,5000,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,KALM 060555Z AUTO 16014KT 10SM BKN050 BKN060 15/M06 A2983 RMK AO2,NA,NM
ALM,2024-04-06T06:15:00Z,59,21.2,22.95,180,13,0,29.84,NA,10,22,FEW,SCT,BKN,NA,3000,3800,4800,NA,NA,NA,NA,NA,NA,NA,NA,59,KALM 060615Z AUTO 18013G22KT 10SM FEW030 SCT038 BKN048 15/M06 A2984 RMK AO2,NA,NM
ALM,2024-04-06T06:35:00Z,57.2,21.2,24.49,190,13,0,29.85,NA,10,NA,BKN,BKN,OVC,NA,2000,3000,4400,NA,NA,NA,NA,NA,NA,NA,NA,57.2,KALM 060635Z AUTO 19013KT 10SM BKN020 BKN030 OVC044 14/M06 A2985 RMK AO2,NA,NM
ALM,2024-04-06T06:55:00Z,57.2,23,26.42,200,12,0,29.85,NA,10,18,FEW,SCT,SCT,NA,1900,2700,3200,NA,NA,NA,NA,NA,NA,NA,NA,57.2,KALM 060655Z AUTO 20012G18KT 10SM FEW019 SCT027 SCT032 14/M05 A2985 RMK AO2,NA,NM
ALM,2024-04-06T07:15:00Z,60.8,23,23.23,230,19,0,29.84,NA,10,27,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8,KALM 060715Z AUTO 23019G27KT 10SM CLR 16/M05 A2984 RMK AO2,NA,NM
ALM,2024-04-06T07:35:00Z,60.8,24.8,25.04,210,20,0,29.84,NA,10,29,FEW,FEW,SCT,NA,3300,4200,6000,NA,NA,NA,NA,NA,NA,NA,NA,60.8,KALM 060735Z AUTO 21020G29KT 10SM FEW033 FEW042 SCT060 16/M04 A2984 RMK AO2,NA,NM
ALM,2024-04-06T07:55:00Z,59,24.8,26.7,190,14,0,29.84,NA,10,24,FEW,FEW,FEW,NA,3200,4800,6000,NA,NA,NA,NA,NA,NA,NA,NA,59,KALM 060755Z AUTO 19014G24KT 10SM FEW032 FEW048 FEW060 15/M04 A2984 RMK AO2,NA,NM
ALM,2024-04-06T08:15:00Z,55.4,23,28.2,180,11,0,29.83,NA,10,17,FEW,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4,KALM 060815Z AUTO 18011G17KT 10SM FEW050 13/M05 A2983 RMK AO2,NA,NM
ALM,2024-04-06T08:35:00Z,55.4,24.8,30.4,180,15,0,29.82,NA,10,22,FEW,FEW,SCT,NA,2300,2800,3200,NA,NA,NA,NA,NA,NA,NA,NA,55.4,KALM 060835Z AUTO 18015G22KT 10SM FEW023 FEW028 SCT032 13/M04 A2982 RMK AO2,NA,NM
ALM,2024-04-06T08:55:00Z,55.4,26.6,32.76,180,13,0,29.82,NA,10,20,BKN,BKN,BKN,NA,2100,3000,4000,NA,NA,NA,NA,NA,NA,NA,NA,55.4,KALM 060855Z AUTO 18013G20KT 10SM BKN021 BKN030 BKN040 13/M03 A2982 RMK AO2,NA,NM
ALM,2024-04-06T09:15:00Z,55.4,23,28.2,180,15,0,29.81,NA,10,21,BKN,BKN,OVC,NA,2100,2700,3500,NA,NA,NA,NA,NA,NA,NA,NA,55.4,KALM 060915Z AUTO 18015G21KT 10SM BKN021 BKN027 OVC035 13/M05 A2981 RMK AO2,NA,NM
ALM,2024-04-06T09:35:00Z,55.4,23,28.2,170,15,0,29.81,NA,10,20,FEW,FEW,BKN,NA,2400,2800,3300,NA,NA,NA,NA,NA,NA,NA,NA,55.4,KALM 060935Z AUTO 17015G20KT 10SM FEW024 FEW028 BKN033 13/M05 A2981 RMK AO2,NA,NM
ALM,2024-04-06T09:55:00Z,55.4,23,28.2,160,14,0,29.82,NA,10,20,FEW,SCT,BKN,NA,2400,3300,5000,NA,NA,NA,NA,NA,NA,NA,NA,55.4,KALM 060955Z AUTO 16014G20KT 10SM FEW024 SCT033 BKN050 13/M05 A2982 RMK AO2,NA,NM
ALM,2024-04-06T10:15:00Z,55.4,24.8,30.4,200,15,0,29.82,NA,10,21,BKN,BKN,BKN,NA,2500,4700,5500,NA,NA,NA,NA,NA,NA,NA,NA,55.4,KALM 061015Z AUTO 20015G21KT 10SM BKN025 BKN047 BKN055 13/M04 A2982 RMK AO2,NA,NM
ALM,2024-04-06T10:35:00Z,57.2,26.6,30.69,220,20,0,29.83,NA,8,33,BKN,BKN,OVC,NA,2200,2900,4600,NA,NA,NA,NA,NA,NA,NA,NA,57.2,KALM 061035Z AUTO 22020G33KT 8SM BKN022 BKN029 OVC046 14/M03 A2983 RMK AO2,NA,NM
ALM,2024-04-06T10:55:00Z,55.4,28.4,35.28,240,14,0,29.84,NA,7,22,BKN,OVC,NA,NA,2300,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4,KALM 061055Z AUTO 24014G22KT 7SM BKN023 OVC030 13/M02 A2984 RMK AO2,NA,NM
ALM,2024-04-06T11:15:00Z,53.6,32,43.61,260,11,0,29.86,NA,10,19,FEW,SCT,BKN,NA,2200,2700,3500,NA,NA,NA,NA,NA,NA,NA,NA,53.6,KALM 061115Z AUTO 26011G19KT 10SM FEW022 SCT027 BKN035 12/M00 A2986 RMK AO2,NA,NM
ALM,2024-04-06T11:35:00Z,51.8,32,46.59,260,8,0,29.88,NA,5,15,FEW,BKN,OVC,NA,400,6500,7500,NA,HZ,NA,NA,NA,NA,NA,NA,51.8,KALM 061135Z AUTO 26008G15KT 5SM HZ FEW004 BKN065 OVC075 11/M00 A2988 RMK AO2,NA,NM
ALM,2024-04-06T11:55:00Z,51.8,32,46.59,270,13,0,29.89,NA,4,19,BKN,OVC,NA,NA,300,6500,NA,NA,HZ,NA,NA,NA,NA,NA,NA,51.8,KALM 061155Z AUTO 27013G19KT 4SM HZ BKN003 OVC065 11/M00 A2989 RMK AO2,NA,NM
ALM,2024-04-06T12:15:00Z,51.8,30.2,43.32,260,13,0,29.91,NA,3,18,BKN,OVC,NA,NA,300,6000,NA,NA,HZ,NA,NA,NA,NA,NA,NA,51.8,KALM 061215Z AUTO 26013G18KT 3SM HZ BKN003 OVC060 11/M01 A2991 RMK AO2,NA,NM
ALM,2024-04-06T12:35:00Z,51.8,28.4,40.25,270,16,0,29.93,NA,4,26,SCT,SCT,OVC,NA,300,4200,6500,NA,HZ,NA,NA,NA,NA,NA,NA,51.8,KALM 061235Z AUTO 27016G26KT 4SM HZ SCT003 SCT042 OVC065 11/M02 A2993 RMK AO2,NA,NM
ALM,2024-04-06T12:55:00Z,50,28.4,43.03,260,10,0,29.95,NA,3,20,FEW,BKN,OVC,NA,300,7000,8000,NA,HZ,NA,NA,NA,NA,NA,NA,50,KALM 061255Z AUTO 26010G20KT 3SM HZ FEW003 BKN070 OVC080 10/M02 A2995 RMK AO2,NA,NM
ALM,2024-04-06T13:15:00Z,51.8,26.6,37.38,250,16,0,29.95,NA,3,22,FEW,BKN,OVC,NA,5000,6500,7500,NA,HZ,NA,NA,NA,NA,NA,NA,51.8,KALM 061315Z AUTO 25016G22KT 3SM HZ FEW050 BKN065 OVC075 11/M03 A2995 RMK AO2,NA,NM
ALM,2024-04-06T13:35:00Z,51.8,26.6,37.38,260,12,0,29.96,NA,2,17,OVC,NA,NA,NA,6000,NA,NA,NA,HZ,NA,NA,NA,NA,NA,NA,51.8,KALM 061335Z AUTO 26012G17KT 2SM HZ OVC060 11/M03 A2996 RMK AO2,NA,NM
ALM,2024-04-06T13:55:00Z,50,26.6,39.95,0,0,0,29.98,NA,2.5,NA,OVC,NA,NA,NA,6000,NA,NA,NA,HZ,NA,NA,NA,NA,NA,NA,50,KALM 061355Z AUTO 00000KT 2 1/2SM HZ OVC060 10/M03 A2998 RMK AO2,NA,NM
ALM,2024-04-06T14:15:00Z,51.8,21.2,29.82,NA,4,0,29.99,NA,10,10,OVC,NA,NA,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8,KALM 061415Z AUTO VRB04G10KT 10SM OVC060 11/M06 A2999 RMK AO2,NA,NM
ALM,2024-04-06T14:35:00Z,51.8,19.4,27.62,200,5,0,30.01,NA,10,10,OVC,NA,NA,NA,6500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8,KALM 061435Z AUTO 20005G10KT 10SM OVC065 11/M07 A3001 RMK AO2,NA,NM
ALM,2024-04-06T14:55:00Z,50,19.4,29.52,220,7,0,30.01,NA,10,NA,OVC,NA,NA,NA,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,KALM 061455Z AUTO 22007KT 10SM OVC070 10/M07 A3001 RMK AO2,NA,NM
ALM,2024-04-06T15:15:00Z,51.8,19.4,27.62,290,7,0,30.02,NA,10,NA,OVC,NA,NA,NA,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8,KALM 061515Z AUTO 29007KT 10SM OVC070 11/M07 A3002 RMK AO2,NA,NM
ALM,2024-04-06T15:35:00Z,51.8,17.6,25.56,NA,7,0,30.03,NA,10,13,OVC,NA,NA,NA,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8,KALM 061535Z AUTO VRB07G13KT 10SM OVC070 11/M08 A3003 RMK AO2,NA,NM
ALM,2024-04-06T15:55:00Z,51.8,17.6,25.56,250,12,0,30.03,NA,10,17,OVC,NA,NA,NA,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8,KALM 061555Z AUTO 25012G17KT 10SM OVC070 11/M08 A3003 RMK AO2,NA,NM
ALM,2024-04-06T16:15:00Z,55.4,17.6,22.41,NA,6,0,30.03,NA,10,12,SCT,BKN,NA,NA,7500,9000,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4,KALM 061615Z AUTO VRB06G12KT 10SM SCT075 BKN090 13/M08 A3003 RMK AO2,NA,NM
ALM,2024-04-06T16:35:00Z,55.4,15.8,20.73,270,11,0,30.03,NA,10,20,SCT,SCT,NA,NA,8000,9000,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4,KALM 061635Z AUTO 27011G20KT 10SM SCT080 SCT090 13/M09 A3003 RMK AO2,NA,NM
ALM,2024-04-06T16:55:00Z,57.2,15.8,19.42,250,12,0,30.02,NA,10,20,FEW,NA,NA,NA,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2,KALM 061655Z AUTO 25012G20KT 10SM FEW080 14/M09 A3002 RMK AO2,NA,NM
ALM,2024-04-06T17:15:00Z,57.2,15.8,19.42,260,14,0,30.03,NA,10,21,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2,KALM 061715Z AUTO 26014G21KT 10SM CLR 14/M09 A3003 RMK AO2,NA,NM
ALM,2024-04-06T17:35:00Z,57.2,15.8,19.42,260,15,0,30.02,NA,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2,KALM 061735Z AUTO 26015KT 10SM CLR 14/M09 A3002 RMK AO2,NA,NM
ALM,2024-04-06T17:55:00Z,59,14,16.83,240,18,0,30.01,NA,10,25,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,KALM 061755Z AUTO 24018G25KT 10SM CLR 15/M10 A3001 RMK AO2,NA,NM
ALM,2024-04-06T18:15:00Z,59,12.2,15.55,240,21,0,30,NA,10,28,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,KALM 061815Z AUTO 24021G28KT 10SM CLR 15/M11 A3000 RMK AO2,NA,NM
ALM,2024-04-06T18:35:00Z,59,12.2,15.55,240,20,0,29.99,NA,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,KALM 061835Z AUTO 24020KT 10SM CLR 15/M11 A2999 RMK AO2,NA,NM
ALM,2024-04-06T18:55:00Z,59,10.4,14.35,250,18,0,29.98,NA,10,24,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,KALM 061855Z AUTO 25018G24KT 10SM CLR 15/M12 A2998 RMK AO2,NA,NM
ALM,2024-04-06T19:15:00Z,60.8,10.4,13.46,270,22,0,29.97,NA,10,31,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8,KALM 061915Z AUTO 27022G31KT 10SM CLR 16/M12 A2997 RMK AO2,NA,NM
ALM,2024-04-06T19:35:00Z,60.8,10.4,13.46,280,14,0,29.96,NA,10,31,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8,KALM 061935Z AUTO 28014G31KT 10SM CLR 16/M12 A2996 RMK AO2,NA,NM
ALM,2024-04-06T19:55:00Z,60.8,10.4,13.46,280,13,0,29.96,NA,10,19,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8,KALM 061955Z AUTO 28013G19KT 10SM CLR 16/M12 A2996 RMK AO2,NA,NM
ALM,2024-04-06T20:15:00Z,60.8,8.6,12.42,270,11,0,29.96,NA,10,24,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8,KALM 062015Z AUTO 27011G24KT 10SM CLR 16/M13 A2996 RMK AO2,NA,NM
ALM,2024-04-06T20:35:00Z,60.8,6.8,11.45,280,9,0,29.95,NA,10,18,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8,KALM 062035Z AUTO 28009G18KT 10SM CLR 16/M14 A2995 RMK AO2,NA,NM
ALM,2024-04-06T20:55:00Z,60.8,5,10.55,240,9,0,29.95,NA,9,20,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8,KALM 062055Z AUTO 24009G20KT 9SM CLR 16/M15 A2995 RMK AO2,NA,NM
ALM,2024-04-06T21:15:00Z,62.6,-0.4,7.7,280,21,0,29.93,NA,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6,KALM 062115Z AUTO 28021KT 10SM CLR 17/M18 A2993 RMK AO2,NA,NM
ALM,2024-04-06T21:35:00Z,62.6,-0.4,7.7,270,13,0,29.94,NA,10,25,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6,KALM 062135Z AUTO 27013G25KT 10SM CLR 17/M18 A2994 RMK AO2,NA,NM
ALM,2024-04-06T21:55:00Z,62.6,-4,6.49,250,22,0,29.93,NA,10,28,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6,KALM 062155Z AUTO 25022G28KT 10SM CLR 17/M20 A2993 RMK AO2,NA,NM
ALM,2024-04-06T22:15:00Z,62.6,-5.8,5.96,280,18,0,29.93,NA,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6,KALM 062215Z AUTO 28018KT 10SM CLR 17/M21 A2993 RMK AO2,NA,NM
ALM,2024-04-06T22:35:00Z,62.6,-4,6.49,290,13,0,29.93,NA,10,28,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6,KALM 062235Z AUTO 29013G28KT 10SM CLR 17/M20 A2993 RMK AO2,NA,NM
ALM,2024-04-06T22:55:00Z,62.6,-4,6.49,270,14,0,29.93,NA,10,23,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6,KALM 062255Z AUTO 27014G23KT 10SM CLR 17/M20 A2993 RMK AO2,NA,NM
ALM,2024-04-06T23:15:00Z,62.6,-4,6.49,250,11,0,29.93,NA,10,24,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6,KALM 062315Z AUTO 25011G24KT 10SM CLR 17/M20 A2993 RMK AO2,NA,NM
ALM,2024-04-06T23:35:00Z,60.8,-2.2,7.54,290,15,0,29.94,NA,10,23,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8,KALM 062335Z AUTO 29015G23KT 10SM CLR 16/M19 A2994 RMK AO2,NA,NM
ALM,2024-04-06T23:55:00Z,60.8,-2.2,7.54,280,14,0,29.94,NA,10,19,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8,KALM 062355Z AUTO 28014G19KT 240V300 10SM CLR 16/M19 A2994 RMK AO2,NA,NM
ALM,2024-04-07T00:15:00Z,60.8,-0.4,8.21,310,13,0,29.95,NA,10,38,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8,KALM 070015Z AUTO 31013G38KT 10SM CLR 16/M18 A2995 RMK AO2,NA,NM
ALM,2024-04-07T00:35:00Z,60.8,-0.4,8.21,300,10,0,29.95,NA,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8,KALM 070035Z AUTO 30010KT 10SM CLR 16/M18 A2995 RMK AO2,NA,NM
ALM,2024-04-07T00:55:00Z,59,-0.4,8.75,280,10,0,29.96,NA,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,KALM 070055Z AUTO 28010KT 10SM CLR 15/M18 A2996 RMK AO2,NA,NM
ALM,2024-04-07T01:15:00Z,57.2,1.4,10.16,260,4,0,29.97,NA,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2,KALM 070115Z AUTO 26004KT 10SM CLR 14/M17 A2997 RMK AO2,NA,NM
ALM,2024-04-07T01:35:00Z,57.2,1.4,10.16,300,5,0,29.98,NA,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2,KALM 070135Z AUTO 30005KT 10SM CLR 14/M17 A2998 RMK AO2,NA,NM
ALM,2024-04-07T01:55:00Z,53.6,1.4,11.58,290,4,0,29.99,NA,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.6,KALM 070155Z AUTO 29004KT 10SM CLR 12/M17 A2999 RMK AO2,NA,NM
ALM,2024-04-07T02:15:00Z,53.6,-0.4,10.64,0,0,0,30,NA,10,NA,FEW,NA,NA,NA,4400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.6,KALM 070215Z AUTO 00000KT 10SM FEW044 12/M18 A3000 RMK AO2,NA,NM
ALM,2024-04-07T02:35:00Z,50,-0.4,12.15,300,5,0,30.01,NA,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,KALM 070235Z AUTO 30005KT 10SM CLR 10/M18 A3001 RMK AO2,NA,NM
ALM,2024-04-07T02:55:00Z,51.8,1.4,12.37,350,8,0,30.02,NA,10,NA,FEW,FEW,NA,NA,4100,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8,KALM 070255Z AUTO 35008KT 10SM FEW041 FEW055 11/M17 A3002 RMK AO2,NA,NM
ALM,2024-04-07T03:15:00Z,50,3.2,14.37,20,9,0,30.03,NA,10,NA,FEW,FEW,NA,NA,4400,11000,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,KALM 070315Z AUTO 02009KT 10SM FEW044 FEW110 10/M16 A3003 RMK AO2,NA,NM
ALM,2024-04-07T03:35:00Z,50,6.8,16.95,20,11,0,30.04,NA,10,NA,FEW,NA,NA,NA,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,KALM 070335Z AUTO 02011KT 10SM FEW045 10/M14 A3004 RMK AO2,NA,NM
ALM,2024-04-07T03:55:00Z,50,6.8,16.95,20,10,0,30.04,NA,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,KALM 070355Z AUTO 02010KT 10SM CLR 10/M14 A3004 RMK AO2,NA,NM
ALM,2024-04-07T04:15:00Z,50,6.8,16.95,30,11,0,30.04,NA,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,KALM 070415Z AUTO 03011KT 10SM CLR 10/M14 A3004 RMK AO2,NA,NM
ALM,2024-04-07T04:35:00Z,50,6.8,16.95,20,11,0,30.05,NA,10,NA,FEW,FEW,NA,NA,4200,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,KALM 070435Z AUTO 02011KT 10SM FEW042 FEW050 10/M14 A3005 RMK AO2,NA,NM
ALM,2024-04-07T04:55:00Z,48.2,6.8,18.13,10,8,0,30.05,NA,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.07,KALM 070455Z AUTO 01008KT 10SM CLR 09/M14 A3005 RMK AO2,NA,NM
ALM,2024-04-07T05:15:00Z,50,6.8,16.95,20,10,0,30.06,NA,10,NA,FEW,NA,NA,NA,4400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,KALM 070515Z AUTO 02010KT 10SM FEW044 10/M14 A3006 RMK AO2,NA,NM
ALM,2024-04-07T05:35:00Z,48.2,6.8,18.13,20,9,0,30.07,NA,10,NA,FEW,FEW,NA,NA,3600,4300,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.66,KALM 070535Z AUTO 02009KT 10SM FEW036 FEW043 09/M14 A3007 RMK AO2,NA,NM
ALM,2024-04-07T05:55:00Z,46.4,6.8,19.4,30,11,0,30.06,NA,10,NA,FEW,NA,NA,NA,4200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.66,KALM 070555Z AUTO 03011KT 10SM FEW042 08/M14 A3006 RMK AO2,NA,NM
ALM,2024-04-07T06:15:00Z,44.6,6.8,20.77,30,8,0,30.07,NA,10,NA,FEW,FEW,NA,NA,3600,4300,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.63,KALM 070615Z AUTO 03008KT 10SM FEW036 FEW043 07/M14 A3007 RMK AO2,NA,NM
ALM,2024-04-07T06:35:00Z,46.4,6.8,19.4,20,11,0,30.06,NA,10,NA,FEW,FEW,NA,NA,3600,4400,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.66,KALM 070635Z AUTO 02011KT 10SM FEW036 FEW044 08/M14 A3006 RMK AO2,NA,NM
ALM,2024-04-07T06:55:00Z,46.4,3.2,16.45,20,10,0,30.07,NA,10,NA,FEW,NA,NA,NA,4400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.03,KALM 070655Z AUTO 02010KT 10SM FEW044 08/M16 A3007 RMK AO2,NA,NM
ALM,2024-04-07T07:15:00Z,44.6,3.2,17.61,30,8,0,30.07,NA,10,NA,SCT,SCT,NA,NA,4400,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.63,KALM 070715Z AUTO 03008KT 10SM SCT044 SCT050 07/M16 A3007 RMK AO2,NA,NM
ALM,2024-04-07T07:35:00Z,42.8,3.2,18.87,20,8,0,30.07,NA,10,NA,FEW,SCT,NA,NA,4100,4700,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.42,KALM 070735Z AUTO 02008KT 10SM FEW041 SCT047 06/M16 A3007 RMK AO2,NA,NM
ALM,2024-04-07T07:55:00Z,42.8,3.2,18.87,20,7,0,30.08,NA,10,NA,FEW,NA,NA,NA,4700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.94,KALM 070755Z AUTO 02007KT 10SM FEW047 06/M16 A3008 RMK AO2,NA,NM
ALM,2024-04-07T08:15:00Z,42.8,3.2,18.87,20,7,0,30.07,NA,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.94,KALM 070815Z AUTO 02007KT 10SM CLR 06/M16 A3007 RMK AO2,NA,NM
ALM,2024-04-07T08:35:00Z,42.8,1.4,17.36,20,8,0,30.07,NA,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.42,KALM 070835Z AUTO 02008KT 10SM CLR 06/M17 A3007 RMK AO2,NA,NM
ALM,2024-04-07T08:55:00Z,42.8,1.4,17.36,20,8,0,30.06,NA,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.42,KALM 070855Z AUTO 02008KT 10SM CLR 06/M17 A3006 RMK AO2,NA,NM
